,管轄署,種別,日時,場所,状況,特徴,住所,address,count,color,都道府県コード,都道府県名,都道府県名カナ,都道府県名ローマ字,市区町村コード,市区町村名,市区町村名カナ,市区町村名ローマ字,大字町丁目名,大字町丁目名カナ,大字町丁目名ローマ字,小字・通称名,緯度,経度
345,宇和島署管内,声かけ,令和4年1月26日(水)午後8時ころ,宇和島市丸之内一丁目の路上,女子高校生が歩行中、前方を歩く男から何度も振り返って凝視され、さらに、対向から歩いてきた別の男から、すれ違いざまに「あ、お姉ちゃんちょっといい?」と声を掛けられたもの。なお、男2名の関係性は不明。,凝視してきた男(40~50歳位、身長160センチ位、小肥、暗色のジャンパー、作業ズボン、白色マスク着用)、声を掛けてきた男(20~30歳位、身長175センチ位、中肉、上下作業服、暗色のキャップ帽を深めに被っていた),宇和島市丸之内一丁目の,宇和島市丸之内一丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38203.0,宇和島市,ウワジマシ,UWAJIMA SHI,丸之内一丁目,マルノウチ 1,MARUNOCHI 1,,33.219287,132.565159
346,大洲署管内,声かけ,令和4年1月25日(火)午後6時30分ころ,大洲市長浜の路上,女子高校生が歩行中、駐車した車両乗車の男に道を尋ねられたため、「スマホで検索したら分かりますよ。」と伝えたところ、車から降車した同男から後をつけられたもの。,若くはない、身長170センチ位、普通乗用自動車利用(白色、セダンタイプ)、キャップ帽・マスク着用、眼鏡なし,大洲市長浜の,大洲市長浜,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38207.0,大洲市,オオズシ,OZU SHI,長浜,ナガハマオツ,NAGAHAMA OTSU,,33.614095,132.483899
347,大洲署管内,声かけ,令和4年1月25日(火)午後6時30分ころ,大洲市長浜の路上,女子高校生が歩行中、駐車した車両乗車の男に道を尋ねられたため、「スマホで検索したら分かりますよ。」と伝えたところ、車から降車した同男から後をつけられたもの。,若くはない、身長170センチ位、普通乗用自動車利用(白色、セダンタイプ)、キャップ帽・マスク着用、眼鏡なし,大洲市長浜の,大洲市長浜,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38207.0,大洲市,オオズシ,OZU SHI,長浜,ナガハマオツ,NAGAHAMA OTSU,甲,33.613108,132.4827
348,西条西署管内,その他(暴言),令和4年1月25日(火)午後3時50分ころ,西条市丹原町池田の路上,小学生男女児数名が歩行中、交差点で接触しそうになった男に、謝罪をしたところ、同男から暴言を吐かれたもの。さらに、同男は、後続の小学生に対しても同様に暴言を吐いていた。,45~55歳位、中肉、身長170センチ位、スキンヘッド、上下作業着様の服,西条市丹原町池田の,西条市丹原町池田,0,その他(暴言),38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,丹原町池田,タンバラチョウイケダ,TAMBARACHO IKEDA,,33.912892,133.059078
349,大洲署管内,声かけ,令和4年1月25日(火)午前7時40分ころ,大洲市菅田町菅田の路上,女子中学生が歩行中、徒歩の男から「〇〇さんの家知っとる?」と声を掛けられ、女子中学生が指を差すも、男はその方向に行かず、女子中学生の後をつけたもの。,50歳位、やせ型、身長170センチ以下、黒色様の服、黒色様のズボン、黒色様のキャップ帽・黒色マスク着用、眼鏡なし,大洲市菅田町菅田の,大洲市菅田町菅田,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38207.0,大洲市,オオズシ,OZU SHI,菅田町菅田,スゲタチョウスゲタコウ,SUGETACHOSUGETAKO,,33.50695,132.588
350,大洲署管内,声かけ,令和4年1月25日(火)午前7時40分ころ,大洲市菅田町菅田の路上,女子中学生が歩行中、徒歩の男から「〇〇さんの家知っとる?」と声を掛けられ、女子中学生が指を差すも、男はその方向に行かず、女子中学生の後をつけたもの。,50歳位、やせ型、身長170センチ以下、黒色様の服、黒色様のズボン、黒色様のキャップ帽・黒色マスク着用、眼鏡なし,大洲市菅田町菅田の,大洲市菅田町菅田,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38207.0,大洲市,オオズシ,OZU SHI,菅田町菅田,スゲタチョウスゲタコウ,SUGETACHOSUGETAKO,甲,33.511248,132.586999
351,宇和島署管内,声かけ,令和4年1月25日(火)午前7時20分ころ,宇和島市中央町一丁目の路上,女子中学生2名が歩行中、対向から来た徒歩の男女数名とすれ違った際に、その内の男から「わーっ。」と大声で脅かされたもの。さらに、女子中学生等の前方を歩いていた小学生も同様の被害に遭っている。,20歳位、やせ型、身長175センチ位、ツンツン頭で明るめの茶髪、ブランドシャツ、青色デニムジャケット、青色デニムズボン、厚めのハイカットスニーカー着用、マスクなし,宇和島市中央町一丁目の,宇和島市中央町一丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38203.0,宇和島市,ウワジマシ,UWAJIMA SHI,中央町一丁目,チュウオウチョウ 1,CHUOCHO 1,,33.220334,132.567955
352,大洲署管内,つきまとい,令和4年1月24日(月)午後4時15分ころ,大洲市新谷甲の路上,小学生男児が歩行中、水路を覗いていた男に挨拶をしたところ、無言で後をつけられたもの。,60~90歳位、中肉、身長150センチ位、黒色短髪、灰色ジャンパー、灰色ズボン,大洲市新谷甲の,大洲市新谷,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38207.0,大洲市,オオズシ,OZU SHI,新谷,ニイヤ,NIIYA,,33.538365,132.608649
353,大洲署管内,つきまとい,令和4年1月24日(月)午後4時15分ころ,大洲市新谷甲の路上,小学生男児が歩行中、水路を覗いていた男に挨拶をしたところ、無言で後をつけられたもの。,60~90歳位、中肉、身長150センチ位、黒色短髪、灰色ジャンパー、灰色ズボン,大洲市新谷甲の,大洲市新谷,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38207.0,大洲市,オオズシ,OZU SHI,新谷,ニイヤ,NIIYA,乙,33.534059,132.590817
354,大洲署管内,つきまとい,令和4年1月24日(月)午後4時15分ころ,大洲市新谷甲の路上,小学生男児が歩行中、水路を覗いていた男に挨拶をしたところ、無言で後をつけられたもの。,60~90歳位、中肉、身長150センチ位、黒色短髪、灰色ジャンパー、灰色ズボン,大洲市新谷甲の,大洲市新谷,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38207.0,大洲市,オオズシ,OZU SHI,新谷,ニイヤ,NIIYA,田中,33.534267,132.588541
355,大洲署管内,つきまとい,令和4年1月24日(月)午後4時15分ころ,大洲市新谷甲の路上,小学生男児が歩行中、水路を覗いていた男に挨拶をしたところ、無言で後をつけられたもの。,60~90歳位、中肉、身長150センチ位、黒色短髪、灰色ジャンパー、灰色ズボン,大洲市新谷甲の,大洲市新谷,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38207.0,大洲市,オオズシ,OZU SHI,新谷,ニイヤ,NIIYA,甲,33.537489,132.601945
356,大洲署管内,つきまとい,令和4年1月24日(月)午後4時15分ころ,大洲市新谷甲の路上,小学生男児が歩行中、水路を覗いていた男に挨拶をしたところ、無言で後をつけられたもの。,60~90歳位、中肉、身長150センチ位、黒色短髪、灰色ジャンパー、灰色ズボン,大洲市新谷甲の,大洲市新谷,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38207.0,大洲市,オオズシ,OZU SHI,新谷,ニイヤ,NIIYA,蔵地,33.533314,132.584916
357,伊予署管内,つきまとい,令和4年1月21日(金)午後6時15分ころ,伊予郡松前町大字北川原から同町西高柳までの路上,女性が自転車で進行中、自転車に乗った男に並走されて「一人で帰ってるの?」と声を掛けられ、後をつけられたもの。なお、同女性は1月24日(月)午後6時15分ころにも、別ルートで移動していた際に、同男から「いつも一人で帰ってるの?」と声を掛けられ、後をつけられている。,35~40歳位、上下黒色の服、自転車利用、黒色マスク着用,伊予郡松前町大字北川原から同町西高柳までの,伊予郡松前町大字北川原から同町西高柳まで,0,blue,,,,,,,,,,,,,,
358,西条西署管内,写真撮影,令和4年1月21日(金)午後3時50分ころ,西条市国安の屋外施設,女性が子供と屋外施設にいたところ、ガラケーを掲げて施設内を徘徊する男から凝視されたうえ、子供にガラケーを向けられたもの。,40~50歳位、身長175センチ位、肥満、灰色パーカー、灰色スウェット、黒色帽子・白色マスク着用、白色又は灰色のガラケー所持,西条市国安の,西条市国安,0,lightred,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,国安,クニヤス,KUNIYASU,,33.942973,133.071105
359,四国中央署管内,凝視,令和4年1月20日(木)午後4時10分ころ,四国中央市川之江町の路上,小学生女児2名が歩行中、前方を歩く男が振り返り、にやついた顔で凝視されたもの。,30~40歳位、身長170センチ位、中肉、黒色短髪、青色又は紺色のジャンパー、黒色長ズボン、左手にスマートフォン、右手に黒く尖ったもの所持,四国中央市川之江町の,四国中央市川之江町,2,凝視,38.0,愛媛県,エヒメケン,EHIME KEN,38213.0,四国中央市,シコクチュウオウシ,SHIKOKUCHUO SHI,川之江町,カワノエチョウ,KAWANOECHO,,34.014304,133.579682
360,四国中央署管内,凝視,令和4年1月20日(木)午後4時10分ころ,四国中央市川之江町の路上,小学生女児2名が歩行中、前方を歩く男が振り返り、にやついた顔で凝視されたもの。,30~40歳位、身長170センチ位、中肉、黒色短髪、青色又は紺色のジャンパー、黒色長ズボン、左手にスマートフォン、右手に黒く尖ったもの所持,四国中央市川之江町の,四国中央市川之江町,2,凝視,38.0,愛媛県,エヒメケン,EHIME KEN,38213.0,四国中央市,シコクチュウオウシ,SHIKOKUCHUO SHI,川之江町,カワノエチョウ,KAWANOECHO,塚田,34.000158,133.566627
361,四国中央署管内,凝視,令和4年1月20日(木)午後4時10分ころ,四国中央市川之江町の路上,小学生女児2名が歩行中、前方を歩く男が振り返り、にやついた顔で凝視されたもの。,30~40歳位、身長170センチ位、中肉、黒色短髪、青色又は紺色のジャンパー、黒色長ズボン、左手にスマートフォン、右手に黒く尖ったもの所持,四国中央市川之江町の,四国中央市川之江町,2,凝視,38.0,愛媛県,エヒメケン,EHIME KEN,38213.0,四国中央市,シコクチュウオウシ,SHIKOKUCHUO SHI,川之江町,カワノエチョウ,KAWANOECHO,横田,34.003925,133.565172
362,松山東署管内,つきまとい,令和4年1月19日(水)午後4時ころ,松山市余戸東五丁目の店舗駐車場内,小学生女児2名が店外へ出たところ、車に乗った男女3名(男2名、女1名)から凝視され、その後も行く先々で同男らと遭遇し、凝視されたもの。,運転手:60歳位、白髪混じり短髪、眼鏡なし、白色軽四貨物様使用、助手席乗車:50歳位の男、後部座席乗車:60歳位の女,松山市余戸東五丁目の,松山市余戸東五丁目,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,余戸東五丁目,ヨウゴヒガシ 5,YOGOHIGASHI 5,,33.817713,132.738917
363,西条署管内,不審者,令和4年1月17日(月)午後5時40分ころ,西条市大町の路上,男が保育園の敷地内を見ながら、付近を徘徊していたもの。園の職員が男に声を掛けると、無視して立ち去った。,30歳位、身長170センチ位、やせ型、黒色短髪、白色様ダウンジャケット、紺色作業ズボン、黒色様眼鏡・白色マスク着用、猫背,西条市大町の,西条市大町,2,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,大町,オオマチ,OMACHI,,33.911624,133.189252
364,西条署管内,不審者,令和4年1月17日(月)午後5時40分ころ,西条市大町の路上,男が保育園の敷地内を見ながら、付近を徘徊していたもの。園の職員が男に声を掛けると、無視して立ち去った。,30歳位、身長170センチ位、やせ型、黒色短髪、白色様ダウンジャケット、紺色作業ズボン、黒色様眼鏡・白色マスク着用、猫背,西条市大町の,西条市大町,2,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,大町,オオマチ,OMACHI,福森,33.912953,133.188923
